x,y,z,domain,label,domain_id,label_id,class_id,class_name,path
-13.478109359741211,54.5134391784668,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceEditing/StarGAN/02d4aa4be3b64a009a7cba2f1feee594.jpg
19.206621170043945,60.465152740478516,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/7372598a60d648fb9c6066bd8024aea9.png
-18.889249801635742,-47.230289459228516,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/non_aigc/copy-move/imgs/5c98942752c14ea9a0c36f6ed0b28506.jpg
-8.23611831665039,11.089044570922852,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/262375e413904d67addf5390f629bdbd.jpg
-3.9134883880615234,-1.026638150215149,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/66a41bc7dadc4c9590116c9328db66f1.png
51.72723388671875,-10.923938751220703,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/aigc/mostel/imgs/841a4959eb734dc9a3ddfd697933618a.jpg
-9.313994407653809,-42.3773307800293,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/ab4007a0a2074de5abdc2037dcb747ad.jpg
10.75217342376709,54.67395782470703,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/DFD/631c0ddd9a2c4093a85afcc31dd5c8f4.png
22.212369918823242,51.451812744140625,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FF++/398526d2bde748e7973733645011e2b4.png
-18.47458267211914,64.16319274902344,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/UniFace/67a1c7b9b0a44ada87e57be69639809e.png
-7.797112464904785,-18.364322662353516,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/8ae64c1fa55944fe9c5398dcca5aa86d.jpg
5.301384449005127,43.830421447753906,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FFHQ/96811572521945e3ade156a87a1b9501.jpg
