x,y,z,domain,label,domain_id,label_id,class_id,class_name,path
-52.38911819458008,-14.91736888885498,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceEditing/StarGAN/02d4aa4be3b64a009a7cba2f1feee594.jpg
-29.928363800048828,-24.491195678710938,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/7372598a60d648fb9c6066bd8024aea9.png
23.794841766357422,25.331838607788086,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/non_aigc/copy-move/imgs/5c98942752c14ea9a0c36f6ed0b28506.jpg
6.559110641479492,10.051907539367676,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/262375e413904d67addf5390f629bdbd.jpg
4.646682262420654,-16.87238311767578,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/66a41bc7dadc4c9590116c9328db66f1.png
24.253929138183594,19.35820960998535,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/aigc/mostel/imgs/841a4959eb734dc9a3ddfd697933618a.jpg
30.25912857055664,26.659879684448242,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/ab4007a0a2074de5abdc2037dcb747ad.jpg
-34.09678268432617,-19.00586700439453,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/DFD/631c0ddd9a2c4093a85afcc31dd5c8f4.png
-34.99278259277344,-23.105388641357422,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FF++/398526d2bde748e7973733645011e2b4.png
-51.74907302856445,-19.882944107055664,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/UniFace/67a1c7b9b0a44ada87e57be69639809e.png
29.51531219482422,23.46312713623047,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/8ae64c1fa55944fe9c5398dcca5aa86d.jpg
-27.42936897277832,-16.67544174194336,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FFHQ/96811572521945e3ade156a87a1b9501.jpg
5.264598846435547,2.6054465770721436,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/other/online/imgs/6844e84de14d406eb0d8fec66a68aa8d.jpg
9.637839317321777,-11.218300819396973,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/53210c97cb784db98179ac79095501f5.png
-9.505355834960938,6.4789228439331055,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/commercial/wukong/imgs/d15f2f0092464b7c989bea5bbe026f2b.png
8.816336631774902,-6.838626861572266,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/56374890d51246dd9e13de70de7db928.png
-2.809361457824707,-5.5033416748046875,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/a972f243a4da4b2b9ca944ee28544a31.png
-29.421525955200195,-23.605802536010742,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/0d07d0c0651d4596a35ae20b06eeb163.png
13.324031829833984,7.079840660095215,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/26c75b85e8b549779863a8b2e3521491.jpg
-50.18075180053711,-22.517953872680664,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/FaceDancer/58fa70cc3a874a0494613bb5b7e2f451.png
-4.774899482727051,10.41703987121582,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/commercial/firefly/bcec48be7d644cdfa1c5888e2a2e14ad.jpg
-35.146141052246094,-18.413623809814453,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/CelebDF-v2/fefd05a675f7452187817991bac0b2e4.png
5.59115743637085,-8.426671981811523,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/b215dd0f94114972b892d309a7b92341.png
10.517955780029297,-12.42910099029541,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/coco/imgs/8a6cc9ff9e6a41b28c402115173608aa.jpg
