x,y,z,domain,label,domain_id,label_id,class_id,class_name,path
-28.583030700683594,-33.36030960083008,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceEditing/StarGAN/02d4aa4be3b64a009a7cba2f1feee594.jpg
-76.01876831054688,9.725884437561035,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/7372598a60d648fb9c6066bd8024aea9.png
71.88440704345703,-11.915695190429688,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/non_aigc/copy-move/imgs/5c98942752c14ea9a0c36f6ed0b28506.jpg
20.257822036743164,15.930990219116211,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/262375e413904d67addf5390f629bdbd.jpg
28.61111068725586,33.469329833984375,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/66a41bc7dadc4c9590116c9328db66f1.png
41.364646911621094,15.341055870056152,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/aigc/mostel/imgs/841a4959eb734dc9a3ddfd697933618a.jpg
60.99537658691406,-4.468335151672363,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/ab4007a0a2074de5abdc2037dcb747ad.jpg
-48.8583869934082,-8.002882957458496,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/DFD/631c0ddd9a2c4093a85afcc31dd5c8f4.png
-49.43492126464844,-47.680747985839844,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FF++/398526d2bde748e7973733645011e2b4.png
-60.77885055541992,7.421722888946533,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/UniFace/67a1c7b9b0a44ada87e57be69639809e.png
7.792557716369629,30.00801658630371,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/8ae64c1fa55944fe9c5398dcca5aa86d.jpg
-36.50237274169922,-11.170711517333984,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FFHQ/96811572521945e3ade156a87a1b9501.jpg
9.006425857543945,20.27305030822754,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/other/online/imgs/6844e84de14d406eb0d8fec66a68aa8d.jpg
21.965421676635742,28.574522018432617,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/53210c97cb784db98179ac79095501f5.png
6.589879035949707,21.283145904541016,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/commercial/wukong/imgs/d15f2f0092464b7c989bea5bbe026f2b.png
2.0343801975250244,20.05377960205078,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/56374890d51246dd9e13de70de7db928.png
-3.6262691020965576,12.484684944152832,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/a972f243a4da4b2b9ca944ee28544a31.png
-74.03547668457031,8.778960227966309,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/0d07d0c0651d4596a35ae20b06eeb163.png
25.412771224975586,-17.64194107055664,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/26c75b85e8b549779863a8b2e3521491.jpg
-60.4721794128418,4.314903259277344,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/FaceDancer/58fa70cc3a874a0494613bb5b7e2f451.png
28.631004333496094,-13.809959411621094,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/commercial/firefly/bcec48be7d644cdfa1c5888e2a2e14ad.jpg
-59.9486198425293,-8.128487586975098,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/CelebDF-v2/fefd05a675f7452187817991bac0b2e4.png
-17.423538208007812,6.458421230316162,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/b215dd0f94114972b892d309a7b92341.png
12.580750465393066,40.58647918701172,0.0,IMDL,0,4,1,7,IMDL-Real,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/coco/imgs/8a6cc9ff9e6a41b28c402115173608aa.jpg
17.415138244628906,-15.762872695922852,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/e8b088a8906e4802b77a8547822eeaa1.jpg
-25.186742782592773,-39.63233947753906,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/autoregressive_model/tamingtransformers/6459aedcd3484ddf8fe0c268c55d542d.jpg
70.43669891357422,-22.580257415771484,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/7f59432664084f24bc305b22f7cc42ed.jpg
-23.190874099731445,34.54792404174805,0.0,AIGC,1,2,2,4,AIGC-Fake,/mnt/public/public_datasets/OpenMMSecV2/AIGC/commercial/ideogram/78341fe3475c4fafaef3914fa077b23e.jpg
-62.91286087036133,2.7122490406036377,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceReenactment/MCNet/b8acecce636846f1b527e9699abaecbe.png
