x,y,z,domain,label,domain_id,label_id,class_id,class_name,path
-54.3110466003418,3.476473569869995,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceEditing/StarGAN/02d4aa4be3b64a009a7cba2f1feee594.jpg
-27.69271469116211,-44.92385482788086,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/UADFV/7372598a60d648fb9c6066bd8024aea9.png
24.794536590576172,50.404937744140625,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/non_aigc/copy-move/imgs/5c98942752c14ea9a0c36f6ed0b28506.jpg
7.013790607452393,21.53471565246582,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/laion/262375e413904d67addf5390f629bdbd.jpg
30.848745346069336,-28.79187774658203,0.0,IMDL,1,4,2,8,IMDL-Fake,/mnt/public/public_datasets/OpenMMSecV2/IMDL/generative/flux_1/imgs/66a41bc7dadc4c9590116c9328db66f1.png
29.85209083557129,-16.004140853881836,0.0,Doc,1,3,2,6,Document-Fake,/mnt/public/public_datasets/OpenMMSecV2/Doc/aigc/mostel/imgs/841a4959eb734dc9a3ddfd697933618a.jpg
6.147426605224609,43.52090835571289,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/ab4007a0a2074de5abdc2037dcb747ad.jpg
-38.517112731933594,-30.406021118164062,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/DFD/631c0ddd9a2c4093a85afcc31dd5c8f4.png
-41.07282257080078,-40.898929595947266,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FF++/398526d2bde748e7973733645011e2b4.png
-52.878509521484375,-9.098858833312988,0.0,deepfake,1,1,2,2,Deepfake-Fake,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Fake/FaceSwap/UniFace/67a1c7b9b0a44ada87e57be69639809e.png
-1.235888957977295,7.547645092010498,0.0,Doc,0,3,1,5,Document-Real,/mnt/public/public_datasets/OpenMMSecV2/Doc/Real/8ae64c1fa55944fe9c5398dcca5aa86d.jpg
-20.80912208557129,-24.450424194335938,0.0,deepfake,0,1,1,1,Deepfake-Real,/mnt/public/public_datasets/OpenMMSecV2/Deepfake/Real/FFHQ/96811572521945e3ade156a87a1b9501.jpg
2.5522708892822266,-8.599587440490723,0.0,AIGC,0,2,1,3,AIGC-Real,/mnt/public/public_datasets/OpenMMSecV2/AIGC/other/online/imgs/6844e84de14d406eb0d8fec66a68aa8d.jpg
